City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
460,Northam,51.0333,-4.2167,61.43,98,98,3.2,GB,overcast clouds
461,Alyangula,-13.8483,136.4192,82.08,61,24,8.63,AU,few clouds
462,Araouane,18.9048,-3.5265,90.91,29,64,7.96,ML,broken clouds
463,Mvuma,-19.2792,30.5283,51.08,59,0,4.81,ZW,clear sky
464,Yaan,7.3833,8.5667,70.56,97,77,4.45,NG,broken clouds
465,Ornskoldsvik,63.2909,18.7153,38.35,100,98,2.3,SE,overcast clouds
466,Nguruka,-5.1092,31.0419,69.85,46,83,6.87,TZ,broken clouds
467,Klyuchi,52.2667,79.1667,43.38,53,98,12.33,RU,overcast clouds
468,Harlingen,26.1906,-97.6961,79.9,89,3,7.38,US,clear sky
469,Zambezi,-13.5432,23.1047,59.38,40,0,5.39,ZM,clear sky
470,Port-Cartier,50.0334,-66.8654,52.02,98,100,17.34,CA,overcast clouds
471,Maceio,-9.6658,-35.7353,78.24,88,75,6.91,BR,broken clouds
472,Sosnovo-Ozerskoye,52.5249,111.5418,51.58,78,100,13.53,RU,overcast clouds
473,Maloy,61.9353,5.1136,50.05,95,99,3.0,NO,overcast clouds
474,Nishihara,26.1842,127.7558,89.26,74,75,12.66,JP,broken clouds
475,Port Macquarie,-31.4333,152.9167,80.89,48,82,13.47,AU,broken clouds
476,Brodowski,-20.9845,-47.6572,75.2,41,49,3.83,BR,scattered clouds
477,Anadyr,64.75,177.4833,30.7,74,20,5.99,RU,few clouds
478,Tepalcatepec,19.1833,-102.85,76.5,85,95,1.52,MX,overcast clouds
479,Mahajanga,-15.7167,46.3167,68.02,73,20,4.61,MG,few clouds
480,Saint-Augustin,51.226,-58.6502,46.49,84,40,7.52,CA,scattered clouds
481,Belmonte,-15.8631,-38.8828,68.5,77,93,6.8,BR,overcast clouds
482,Jalu,29.0331,21.5482,68.63,50,0,8.97,LY,clear sky
483,Troyes,48.3333,4.0833,50.34,100,50,2.3,FR,scattered clouds
484,Ibra,22.6906,58.5334,81.73,63,96,1.25,OM,overcast clouds
485,Constitucion,-35.3333,-72.4167,51.91,93,5,4.92,CL,clear sky
486,Asfi,32.2994,-9.2372,66.11,78,0,2.66,MA,clear sky
487,Altzayanca,19.4333,-97.7833,51.69,90,98,5.23,MX,overcast clouds
488,Sorong,-0.8833,131.25,85.14,64,97,3.65,ID,overcast clouds
489,Salatiga,-7.3319,110.4928,86.45,54,30,5.14,ID,scattered clouds
490,Arlit,18.7369,7.3853,85.78,11,0,7.18,NE,clear sky
491,Magadan,59.5667,150.8,49.71,68,4,6.11,RU,clear sky
492,Ko Samui,9.5357,99.9357,78.71,83,40,3.44,TH,light rain
493,Meadow Lake,34.8014,-106.5436,73.58,39,4,5.86,US,clear sky
494,Kualakapuas,-3.0091,114.3876,86.16,60,94,0.94,ID,overcast clouds
495,Eureka,40.8021,-124.1637,66.67,77,53,4.61,US,broken clouds
496,Hokitika,-42.7167,170.9667,56.52,90,100,21.7,NZ,overcast clouds
497,Malanje,-9.5402,16.341,66.22,80,6,5.12,AO,clear sky
498,Zlitan,32.4674,14.5687,73.89,78,1,11.12,LY,clear sky
499,Baoro,5.6667,15.9667,66.02,97,100,1.54,CF,overcast clouds
500,Codrington,-38.2667,141.9667,53.08,54,81,13.33,AU,broken clouds
501,North Platte,41.1239,-100.7654,56.37,71,1,0.0,US,clear sky
502,Caravelas,-17.7125,-39.2481,70.41,69,100,7.52,BR,overcast clouds
503,Shieli,44.1667,66.75,62.11,22,0,11.16,KZ,clear sky
504,Sao Felix Do Xingu,-6.6447,-51.995,76.62,66,50,0.78,BR,scattered clouds
505,Labytnangi,66.6572,66.4183,34.79,82,32,2.19,RU,scattered clouds
506,Olafsvik,64.8945,-23.7142,41.05,68,81,17.87,IS,broken clouds
507,Weinan,34.5036,109.5089,67.69,96,100,6.89,CN,overcast clouds
508,Port Shepstone,-30.7414,30.455,63.18,83,19,3.56,ZA,few clouds
509,Mogadishu,2.0371,45.3438,77.5,84,78,15.61,SO,broken clouds
510,Vila Velha,-20.3297,-40.2925,69.75,73,75,3.44,BR,broken clouds
511,Bukachacha,52.9833,116.9167,48.06,72,100,2.51,RU,overcast clouds
512,Ogaminana,7.5946,6.2248,71.46,96,33,3.18,NG,scattered clouds
513,Nanzhang,31.7765,111.8386,79.57,83,90,5.99,CN,overcast clouds
514,Bikaner,28.0167,73.3,85.89,62,90,9.69,IN,overcast clouds
515,Mattru,7.6244,-11.8332,73.38,99,100,1.32,SL,moderate rain
516,Honningsvag,70.9821,25.9704,46.58,85,100,15.79,NO,light rain
517,Gondanglegi,-7.7479,112.0132,89.06,51,39,3.78,ID,scattered clouds
518,Seydi,39.4816,62.9137,74.08,15,0,8.39,TM,clear sky
519,Hay River,60.8156,-115.7999,53.58,66,20,11.5,CA,few clouds
520,Kutum,14.2,24.6667,74.64,24,99,9.24,SD,overcast clouds
521,Pulsano,40.3821,17.3564,67.19,67,0,2.66,IT,clear sky
522,Jiwani,25.05,61.7417,80.83,84,100,6.82,PK,overcast clouds
523,Rovaniemi,66.5,25.7167,44.01,93,90,10.36,FI,overcast clouds
524,Santa Marta,11.2408,-74.199,83.98,77,100,7.02,CO,overcast clouds
525,Xiaoweizhai,26.1903,107.5125,78.6,71,63,8.86,CN,broken clouds
526,Bamako,12.65,-8.0,70.21,94,75,23.02,ML,thunderstorm with rain
527,Terekli-Mekteb,44.1671,45.8698,56.68,77,93,2.46,RU,overcast clouds
528,Jacksonville,30.3322,-81.6556,76.98,76,75,3.44,US,haze
529,Yulara,-25.2406,130.9889,82.24,8,88,14.97,AU,overcast clouds
530,Soldotna,60.4878,-151.0583,39.18,86,90,0.0,US,light rain
531,Batagay,67.6333,134.6333,39.11,61,97,7.54,RU,overcast clouds
532,Henties Bay,-22.116,14.2845,53.85,91,2,3.65,NA,clear sky
533,Sabha,27.0377,14.4283,76.41,47,0,10.02,LY,clear sky
534,Santa Barbara,34.7333,-120.0343,69.35,77,1,0.0,US,clear sky
535,Letterkenny,54.95,-7.7333,59.86,97,100,5.03,IE,overcast clouds
536,Cabedelo,-6.9811,-34.8339,75.87,85,34,10.47,BR,scattered clouds
537,Severnyy-Kospashskiy,59.0925,57.8008,46.6,60,100,5.97,RU,overcast clouds
538,Berdigestyakh,62.0989,126.6992,42.48,67,6,10.25,RU,clear sky
539,Teresopolis,-22.4122,-42.9656,60.67,84,67,2.8,BR,broken clouds
540,Benicarlo,40.4165,0.4271,69.91,85,100,5.77,ES,overcast clouds
541,Gandorhun,7.5,-11.8333,73.78,97,100,2.51,SL,overcast clouds
542,Rochegda,62.8,43.25,45.3,96,100,5.44,RU,overcast clouds
543,Oistins,13.0667,-59.5333,82.49,78,75,10.36,BB,broken clouds
544,Cassilandia,-19.1133,-51.7342,77.99,33,47,3.91,BR,scattered clouds
545,Hami,42.8,93.45,63.64,28,45,4.99,CN,scattered clouds
546,Shrewsbury,52.7101,-2.7521,63.05,94,75,8.05,GB,broken clouds
547,Diveyevo,55.0433,43.2418,42.98,92,67,4.43,RU,broken clouds
548,Brandon,27.9378,-82.2859,81.86,84,1,1.99,US,clear sky
549,Banjar,-8.19,114.9675,84.06,61,74,4.18,ID,broken clouds
550,Merauke,-8.4667,140.3333,81.27,79,70,17.67,ID,broken clouds
551,Fereydun Kenar,36.6864,52.5225,73.71,84,93,6.6,IR,overcast clouds
552,Tobol,52.6844,62.5794,43.38,47,58,9.19,KZ,broken clouds
553,Nyurba,63.2842,118.3319,46.4,55,13,4.0,RU,few clouds
554,Doka,13.5167,35.7667,67.42,91,56,6.73,SD,broken clouds
555,Masterton,-40.9597,175.6575,60.89,57,86,11.99,NZ,overcast clouds
556,Flin Flon,54.7682,-101.865,44.78,76,100,1.57,CA,overcast clouds
557,Chama,47.1821,8.4636,55.94,92,0,0.0,CH,clear sky
558,Port Maria,18.3685,-76.8895,84.16,95,8,4.56,JM,clear sky
559,Matara,5.9485,80.5353,81.16,80,96,14.45,LK,overcast clouds
560,Bangassou,4.7413,22.8184,65.25,99,100,1.16,CF,overcast clouds
561,San Andres,12.5847,-81.7006,83.19,77,100,12.21,CO,overcast clouds
562,Gat,31.61,34.7642,70.39,57,96,3.04,IL,overcast clouds
563,Katobu,-4.9408,122.5276,87.8,50,19,2.13,ID,few clouds
564,Mizdah,31.4451,12.9801,69.22,76,5,6.04,LY,clear sky
565,Saint George,37.1041,-113.5841,84.63,14,1,1.01,US,clear sky
566,Nouadhibou,20.931,-17.0347,69.78,94,0,12.66,MR,clear sky
567,Carpenedolo,45.3645,10.4313,64.18,89,0,3.44,IT,clear sky
568,Filadelfia,39.9523,-75.1638,60.1,88,1,0.0,US,clear sky
569,Kanigoro,-8.13,112.219,87.58,56,41,3.18,ID,scattered clouds
570,Ust-Ishim,57.6935,71.1665,40.37,74,88,0.98,RU,overcast clouds
571,Carmen,18.6333,-91.8333,81.52,75,98,8.3,MX,overcast clouds
572,Manicaragua,22.1494,-79.9736,72.73,94,88,3.09,CU,overcast clouds
573,Ramsar,36.9226,50.6426,72.84,100,90,0.0,IR,overcast clouds
574,Paracuru,-3.41,-39.0306,80.62,82,50,13.38,BR,scattered clouds
575,Gualaquiza,-3.4,-78.55,61.14,96,78,1.74,EC,light rain
576,Balkanabat,39.5108,54.3671,73.4,53,0,3.24,TM,clear sky
577,Viamao,-30.0811,-51.0233,60.39,91,75,3.44,BR,broken clouds
578,Serenje,-13.2325,30.2352,57.87,56,13,5.17,ZM,few clouds
579,Manhattan,40.7834,-73.9662,65.89,70,1,0.0,US,clear sky
580,Carballo,43.213,-8.691,61.9,94,90,2.86,ES,overcast clouds
581,Tucuman,-26.8241,-65.2226,60.8,63,0,5.75,AR,smoke
582,Iracoubo,5.4802,-53.2011,79.74,86,100,8.63,GF,overcast clouds
583,Umm Lajj,25.0213,37.2685,81.19,65,8,13.02,SA,clear sky
584,Kerpen,50.8667,6.7,58.46,86,0,4.76,DE,clear sky
585,Ancud,-41.8697,-73.8203,50.43,93,100,12.24,CL,overcast clouds
586,Galesong,-5.3166,119.3661,87.82,68,98,1.3,ID,overcast clouds
587,Albanel,48.8832,-72.4487,53.74,93,5,8.05,CA,clear sky
588,Buala,-8.145,159.5921,85.75,68,61,7.05,SB,light rain
589,Trinidad,-14.8333,-64.9,79.66,39,3,4.38,BO,clear sky
590,Changde,29.0464,111.6783,92.93,48,5,9.19,CN,clear sky
591,Maputo,-25.9653,32.5892,64.22,90,20,0.0,MZ,few clouds
592,Haines Junction,60.7522,-137.5108,40.95,56,84,4.61,CA,broken clouds
593,Zubova Polyana,54.0771,42.8372,45.25,76,37,4.45,RU,scattered clouds
594,Darnah,32.767,22.6367,71.06,68,0,13.04,LY,clear sky
595,Sohag,26.557,31.6948,73.69,45,0,9.19,EG,clear sky
596,Chirongui,-12.9319,45.1483,76.93,75,2,9.86,YT,clear sky
597,Tecoanapa,16.5167,-98.75,80.47,87,100,2.66,MX,overcast clouds
598,Clyde,41.3042,-82.9752,61.75,69,36,9.95,US,scattered clouds
599,Tilichiki,60.4667,166.1,45.19,40,98,4.27,RU,overcast clouds
600,Tessalit,20.1986,1.0114,85.57,10,5,10.02,ML,clear sky
601,Nizwa,22.9333,57.5333,84.16,53,100,1.34,OM,overcast clouds
602,Inhambane,-23.865,35.3833,62.58,88,20,0.0,MZ,few clouds
603,Port Hawkesbury,45.6169,-61.3485,62.87,98,90,5.99,CA,overcast clouds
604,Huangchuan,32.1272,115.0394,89.56,58,31,3.94,CN,scattered clouds
605,Tahoua,14.8888,5.2692,78.78,69,0,2.3,NE,clear sky
606,Puri,19.8,85.85,86.52,77,89,4.32,IN,overcast clouds
607,Songea,-10.6833,35.65,59.83,77,13,3.62,TZ,few clouds
608,Preobrazheniye,42.9019,133.9064,65.07,65,99,6.33,RU,overcast clouds
609,Tautira,-17.7333,-149.15,82.42,65,0,3.42,PF,clear sky
610,El Sauzal,31.9,-116.6833,66.42,84,99,2.91,MX,overcast clouds
611,Chimore,-16.9833,-65.1333,77.41,48,16,3.13,BO,few clouds
612,Uruacu,-14.5247,-49.1408,83.64,35,92,3.18,BR,overcast clouds
613,Lakatoro,-16.0999,167.4164,79.93,76,99,11.36,VU,overcast clouds
614,Giyon,8.5333,37.9833,53.1,89,83,2.01,ET,broken clouds
615,Grand-Santi,4.25,-54.3833,72.25,97,100,3.04,GF,overcast clouds
616,Nanakuli,21.3906,-158.1547,80.55,88,90,6.91,US,overcast clouds
617,Marawi,7.9986,124.2928,76.64,80,100,3.62,PH,overcast clouds
618,Gilgit,35.9221,74.3087,74.84,41,0,0.67,PK,clear sky
619,Kyabe,9.4515,18.9449,71.04,99,99,4.61,TD,overcast clouds
620,Boone,39.0334,-92.3335,71.26,61,100,1.01,US,overcast clouds
621,Barcelos,41.5388,-8.6151,60.91,92,100,6.73,PT,moderate rain
622,Mitu,1.1983,-70.1733,69.44,98,97,0.49,CO,overcast clouds
623,Sept-Iles,50.2001,-66.3821,52.32,96,90,15.01,CA,mist
624,Porto Seguro,-16.4497,-39.0647,68.52,83,40,3.44,BR,scattered clouds
625,Llanes,43.4198,-4.7549,69.85,77,94,5.93,ES,overcast clouds
626,Alappuzha,9.49,76.3264,79.75,83,100,8.12,IN,overcast clouds
627,Cordele,31.9635,-83.7824,63.95,88,1,3.44,US,clear sky
628,Kudat,6.8837,116.8477,87.73,70,40,2.3,MY,scattered clouds
629,Bontang,0.1333,117.5,84.34,68,29,5.19,ID,scattered clouds
630,Sao Miguel Do Araguaia,-13.275,-50.1628,86.52,27,24,1.74,BR,few clouds
631,Lower Hutt,-41.2167,174.9167,58.91,84,75,27.63,NZ,broken clouds
632,Deputatskiy,69.3,139.9,30.2,68,99,13.71,RU,overcast clouds
633,Sarh,9.1429,18.3923,73.31,94,0,9.22,TD,clear sky
634,Tokur,53.1333,132.9,50.14,75,100,1.28,RU,overcast clouds
635,Camacha,33.0833,-16.3333,65.62,77,20,0.0,PT,few clouds
636,Sovetskiy,61.3614,63.5842,37.85,85,6,4.88,RU,clear sky
637,Palora,-1.7,-77.9333,64.22,78,76,2.21,EC,broken clouds
638,Fort Worth,32.7254,-97.3208,76.98,49,1,1.01,US,clear sky
639,Rizhao,35.4275,119.4553,73.26,80,100,17.45,CN,light rain
640,Pedreiras,-4.5688,-44.6003,75.4,84,25,3.36,BR,heavy intensity rain
641,Ust-Nera,64.5667,143.2,48.61,51,85,7.83,RU,overcast clouds
642,Kapoeta,4.7717,33.5903,70.5,83,100,7.65,SS,moderate rain
643,Seymchan,62.8833,152.4333,47.98,50,94,3.18,RU,overcast clouds
644,Mugur-Aksy,50.35,90.5,27.23,55,83,5.01,RU,broken clouds
645,Along,28.1667,94.7667,84.67,65,26,1.66,IN,scattered clouds
646,Menongue,-14.6585,17.691,60.17,31,0,4.7,AO,clear sky
647,Sungaipenuh,-2.0833,101.3833,78.91,63,58,1.07,ID,broken clouds
648,Batagay-Alyta,67.8006,130.4114,33.44,75,57,1.1,RU,broken clouds
649,Stornoway,58.2093,-6.3865,55.36,88,75,11.5,GB,broken clouds
650,Horsham,51.064,-0.3272,63.45,96,75,2.3,GB,fog
651,Ambatofinandrahana,-20.55,46.8,51.94,90,7,4.9,MG,clear sky
652,Sevierville,35.8681,-83.5618,60.01,86,1,0.0,US,clear sky
653,Senanga,-16.1167,23.2667,63.97,42,0,5.86,ZM,clear sky
654,Minot,48.2325,-101.2963,52.02,29,1,3.0,US,clear sky
655,Svetlogorsk,52.6333,29.7333,48.13,95,100,9.62,BY,overcast clouds
656,Lerwick,60.1545,-1.1494,51.8,78,76,9.55,GB,broken clouds
657,Tazovskiy,67.4667,78.7,34.18,76,11,8.43,RU,few clouds
658,Sioux Lookout,50.1001,-91.917,48.27,71,75,3.44,CA,broken clouds
659,Caarapo,-22.6342,-54.8222,70.74,54,0,6.02,BR,clear sky
660,Nadvoitsy,63.8667,34.3167,44.06,89,74,10.71,RU,broken clouds
661,Aripuana,-9.1667,-60.6333,70.83,91,63,1.3,BR,broken clouds
662,La Tuque,47.4334,-72.7824,55.65,82,19,3.44,CA,few clouds
663,Leshukonskoye,64.8989,45.7622,46.35,96,100,8.19,RU,overcast clouds
664,Korla,41.7597,86.1469,66.18,24,0,5.48,CN,clear sky
665,Plettenberg Bay,-34.0527,23.3716,56.3,82,70,3.44,ZA,broken clouds
666,Garowe,8.4054,48.4845,74.03,68,77,15.48,SO,broken clouds
667,Vyartsilya,62.1764,30.693,44.17,95,100,8.03,RU,overcast clouds
668,Vila Franca Do Campo,37.7167,-25.4333,69.19,82,99,6.8,PT,overcast clouds
669,Bani Walid,31.7566,13.9942,69.94,78,1,6.96,LY,clear sky
670,Colonia,50.9333,6.95,59.2,91,0,2.3,DE,clear sky
671,Lixourion,38.2019,20.4314,64.26,66,4,9.93,GR,clear sky
672,Plouzane,48.3833,-4.6167,55.45,96,90,4.61,FR,fog
673,Piopio,-38.4667,175.0167,64.96,50,100,5.59,NZ,overcast clouds
674,Fenelon Falls,44.5334,-78.7496,56.79,96,69,5.26,CA,broken clouds
675,Barabai,-2.5833,115.3833,86.79,62,93,3.33,ID,overcast clouds
676,Portland,45.5234,-122.6762,77.41,46,20,1.01,US,few clouds
677,Kasongo,-4.45,26.6667,65.5,97,38,3.02,CD,scattered clouds
678,Sherbakul,54.6316,72.3963,38.88,64,36,9.31,RU,scattered clouds
679,Santana Do Mundau,-9.1681,-36.2222,75.18,98,89,3.76,BR,overcast clouds
680,Tymovskoye,50.8456,142.655,60.91,48,8,4.9,RU,clear sky
681,Guia Lopes Da Laguna,-21.4578,-56.1142,74.68,48,1,5.55,BR,clear sky
682,Westport,41.1415,-73.3579,66.18,86,20,1.99,US,few clouds
683,Alekseyevka,50.6309,38.6903,47.89,90,100,7.18,RU,overcast clouds
684,Veydelevka,50.1521,38.4492,47.86,93,100,5.84,RU,overcast clouds
685,Cacu,-18.5567,-51.1308,78.91,29,3,3.67,BR,clear sky
686,Aborlan,9.4352,118.5492,86.13,68,100,2.08,PH,overcast clouds
687,Aiken,33.5835,-81.5998,62.11,89,1,0.0,US,clear sky
688,Kimbe,-5.5502,150.1429,85.26,68,42,3.47,PG,light rain
689,Kefalos,36.7453,26.9589,64.62,63,0,8.05,GR,clear sky
690,Vitim,59.4511,112.5578,50.18,54,65,2.46,RU,broken clouds
